zone_id,area_category,max_capacity,fixed_seating,bottleneck_prone,queue_prone,zone_priority
ZONE_02422,9,2057,0,1,0,2
ZONE_02423,3,2119,0,1,0,4
ZONE_02424,2,2026,0,0,0,1
ZONE_02425,8,747,1,1,1,1
ZONE_02426,2,1399,0,1,1,3
ZONE_02427,4,1116,0,0,1,2
ZONE_02428,8,1300,0,1,1,1
ZONE_02429,1,2611,1,1,1,2
ZONE_02430,6,2613,1,0,0,1
ZONE_02431,7,1357,1,1,1,3
ZONE_02432,4,940,1,0,0,2
ZONE_02433,3,1578,1,0,0,2
ZONE_02434,8,2890,1,1,0,3
ZONE_02435,1,1199,1,0,1,1
ZONE_02436,3,1453,1,0,1,4
ZONE_02437,2,2046,1,1,1,2
ZONE_02438,3,2595,0,1,0,2
ZONE_02439,1,2413,1,0,0,2
ZONE_02440,7,1283,0,1,0,5
ZONE_02441,3,2108,0,0,1,1
ZONE_02442,8,1387,0,0,0,4
ZONE_02443,7,597,1,0,1,4
ZONE_02444,5,1654,1,1,1,3
ZONE_02445,7,1316,0,1,1,4
ZONE_02446,6,2696,1,1,1,4
ZONE_02447,3,1577,0,1,1,4
ZONE_02448,8,2381,0,1,1,1
ZONE_02449,7,1668,1,0,0,1
ZONE_02450,7,837,1,1,0,1
ZONE_02451,6,2728,0,1,1,5
ZONE_02452,5,710,1,1,1,4
ZONE_02453,2,2572,1,1,0,5
ZONE_02454,5,634,1,1,0,3
ZONE_02455,7,2971,0,1,1,1
ZONE_02456,9,2401,1,0,1,4
ZONE_02457,6,1689,0,1,1,1
ZONE_02458,2,2662,1,0,0,1
ZONE_02459,9,2167,1,0,1,2
ZONE_02460,5,1284,1,0,1,1
ZONE_02461,4,1787,1,1,0,4
ZONE_02462,9,1541,0,0,0,3
ZONE_02463,1,847,0,0,0,2
ZONE_02464,4,725,1,1,1,4
ZONE_02465,5,1782,0,0,1,3
ZONE_02466,2,926,1,1,1,5
ZONE_02467,6,1465,0,1,0,2
ZONE_02468,4,1392,1,0,1,2
ZONE_02469,9,2650,0,1,0,2
ZONE_02470,8,1787,1,1,0,4
ZONE_02471,2,558,1,0,1,3
ZONE_02472,4,839,1,0,0,5
ZONE_02473,8,1525,0,1,0,3
ZONE_02474,5,2883,1,0,0,2
ZONE_02475,9,884,0,0,1,3
ZONE_02476,5,2932,0,0,0,1
ZONE_02477,8,1404,1,1,1,4
ZONE_02478,3,1747,1,1,0,5
ZONE_02479,0,2249,1,0,1,2
ZONE_02480,7,1117,1,1,0,1
ZONE_02481,3,1495,0,1,0,1
ZONE_02482,7,905,1,1,0,5
ZONE_02483,6,2929,1,0,0,1
ZONE_02484,3,1652,0,1,1,3
ZONE_02485,0,2732,0,1,0,4
ZONE_02486,1,2174,1,0,1,5
ZONE_02487,4,2751,1,0,0,4
ZONE_02488,4,2460,1,0,1,4
ZONE_02489,7,2880,1,0,1,1
ZONE_02490,4,728,1,1,1,4
ZONE_02491,0,1116,1,1,1,2
ZONE_02492,3,2411,1,0,1,4
ZONE_02493,5,1998,1,0,0,1
ZONE_02494,8,2146,0,0,0,5
ZONE_02495,0,2151,1,1,1,3
ZONE_02496,3,1088,1,1,0,2
ZONE_02497,1,1280,1,0,1,4
ZONE_02498,6,603,1,0,1,3
ZONE_02499,5,1255,1,1,1,1
ZONE_02500,0,2388,1,1,1,4
ZONE_02501,0,2272,0,1,0,4
ZONE_02502,0,1891,1,0,0,4
ZONE_02503,3,2624,0,1,0,5
ZONE_02504,1,1683,1,0,0,4
ZONE_02505,8,968,1,0,1,5
ZONE_02506,3,2799,0,1,0,3
ZONE_02507,1,1866,0,0,0,3
ZONE_02508,1,2335,0,0,0,1
ZONE_02509,3,2105,1,1,1,4
ZONE_02510,7,1402,0,0,1,4
ZONE_02511,0,2570,1,1,0,4
ZONE_02512,9,2525,0,0,0,3
ZONE_02513,9,2572,0,0,1,4
ZONE_02514,7,1267,0,0,0,3
ZONE_02515,1,1659,1,1,1,4
ZONE_02516,6,765,1,0,0,1
ZONE_02517,0,2934,0,1,1,3
ZONE_02518,1,2099,0,1,0,2
ZONE_02519,7,1258,0,1,1,1
ZONE_02520,3,1750,0,1,0,5
ZONE_02521,1,1092,0,1,1,2
ZONE_02522,3,2544,1,0,0,1
ZONE_02523,3,1572,0,0,0,2
ZONE_02524,0,2389,1,0,1,4
ZONE_02525,3,557,0,0,0,1
ZONE_02526,0,1287,1,1,1,2
ZONE_02527,8,1405,0,0,1,4
ZONE_02528,3,1750,0,1,1,3
ZONE_02529,2,1284,1,0,1,1
ZONE_02530,3,2188,1,0,0,1
ZONE_02531,9,2741,1,0,0,1
ZONE_02532,4,562,0,1,1,1
ZONE_02533,6,1958,1,0,0,1
ZONE_02534,4,2945,1,1,0,3
ZONE_02535,8,949,0,1,1,2
ZONE_02536,0,2228,1,0,1,1
ZONE_02537,4,2014,0,1,0,3
ZONE_02538,8,1262,1,1,0,3
ZONE_02539,8,2078,0,1,1,5
ZONE_02540,3,1899,1,0,1,4
ZONE_02541,3,511,1,1,1,2
ZONE_02542,4,916,1,1,0,5
ZONE_02543,6,2282,1,1,0,4
ZONE_02544,8,2208,1,1,0,4
ZONE_02545,1,576,0,0,0,1
ZONE_02546,8,806,0,1,0,3
ZONE_02547,8,2946,0,1,0,4
ZONE_02548,2,718,0,1,1,4
ZONE_02549,3,1564,0,0,0,3
ZONE_02550,1,2572,0,0,1,3
ZONE_02551,8,1061,1,1,0,3
ZONE_02552,5,2633,1,0,1,4
ZONE_02553,1,678,1,1,1,2
ZONE_02554,0,1080,1,1,0,5
ZONE_02555,7,1020,1,1,0,4
ZONE_02556,2,1917,1,1,1,4
ZONE_02557,4,1943,1,1,1,3
ZONE_02558,9,1578,0,0,0,5
ZONE_02559,6,2724,1,1,1,1
ZONE_02560,6,1719,1,1,0,1
ZONE_02561,1,721,1,1,0,2
ZONE_02562,1,1007,0,1,0,4
ZONE_02563,6,2402,0,0,1,1
ZONE_02564,2,1738,1,1,1,3
ZONE_02565,8,847,0,1,0,2
ZONE_02566,8,2885,0,0,0,4
ZONE_02567,3,1271,0,0,1,5
ZONE_02568,1,2807,1,0,1,3
ZONE_02569,2,2939,0,1,0,1
ZONE_02570,6,990,1,0,1,4
ZONE_02571,8,586,0,0,0,3
ZONE_02572,8,649,1,1,0,4
ZONE_02573,1,1732,0,0,0,2
ZONE_02574,8,1586,1,0,0,1
ZONE_02575,5,1826,0,1,1,4
ZONE_02576,5,731,1,0,1,5
ZONE_02577,2,2092,1,0,1,3
ZONE_02578,8,2368,0,0,0,4
ZONE_02579,8,2388,1,1,0,1
ZONE_02580,6,2957,1,1,0,2
ZONE_02581,8,2006,0,1,1,2
ZONE_02582,3,1941,0,0,0,2
ZONE_02583,6,2093,0,1,1,3
ZONE_02584,7,1788,1,0,1,4
ZONE_02585,4,1916,1,0,0,2
ZONE_02586,0,1988,1,1,1,3
ZONE_02587,7,1398,1,0,1,1
ZONE_02588,8,1179,0,1,1,4
ZONE_02589,4,1881,0,0,0,5
ZONE_02590,1,1932,0,0,0,3
ZONE_02591,0,2773,0,1,1,5
ZONE_02592,9,1109,1,1,1,2
ZONE_02593,1,2798,0,0,0,3
ZONE_02594,4,769,0,0,1,3
ZONE_02595,7,2261,1,0,1,2
ZONE_02596,7,509,1,1,0,2
ZONE_02597,1,1946,1,0,0,3
ZONE_02598,4,2896,1,1,0,3
ZONE_02599,0,961,0,1,0,1
ZONE_02600,1,1320,0,1,1,5
ZONE_02601,8,2425,1,1,1,5
ZONE_02602,3,1728,0,0,0,4
ZONE_02603,6,1686,1,1,1,5
ZONE_02604,7,1739,0,1,1,3
ZONE_02605,7,2924,1,0,0,2
ZONE_02606,5,794,0,0,0,5
ZONE_02607,2,591,0,1,0,4
ZONE_02608,6,1840,0,1,0,2
ZONE_02609,8,2555,1,0,0,1
ZONE_02610,3,973,0,1,0,5
ZONE_02611,4,1843,0,0,1,5
ZONE_02612,8,1702,1,0,1,2
ZONE_02613,7,2094,1,0,1,5
ZONE_02614,9,1850,1,0,1,5
ZONE_02615,7,1703,0,0,1,2
ZONE_02616,1,2155,1,1,0,3
ZONE_02617,6,2203,1,0,1,1
ZONE_02618,6,2236,0,1,0,1
ZONE_02619,2,2990,0,1,1,3
ZONE_02620,5,1172,1,1,0,1
ZONE_02621,5,2952,0,0,0,1
ZONE_02622,6,2837,1,1,0,3
ZONE_02623,8,2074,0,0,0,3
ZONE_02624,1,1660,1,1,1,3
ZONE_02625,7,2020,1,1,1,4
ZONE_02626,9,658,0,0,0,1
ZONE_02627,4,831,1,0,1,1
ZONE_02628,4,1891,1,0,1,4
ZONE_02629,7,2086,1,0,0,5
ZONE_02630,3,2813,0,0,0,4
ZONE_02631,6,2612,1,1,1,5
ZONE_02632,5,2510,1,1,1,5
ZONE_02633,3,2504,1,0,0,4
ZONE_02634,9,1386,0,1,0,4
ZONE_02635,9,1392,1,1,0,2
ZONE_02636,8,1835,1,0,1,5
ZONE_02637,9,2458,1,1,0,5
ZONE_02638,3,1309,0,0,0,3
ZONE_02639,3,2390,0,1,0,1
ZONE_02640,1,1472,0,0,0,4
ZONE_02641,7,2796,1,0,0,1
ZONE_02642,2,2016,0,1,1,5
ZONE_02643,3,1220,1,1,1,3
ZONE_02644,2,794,0,1,0,3
ZONE_02645,0,1452,0,0,0,2
ZONE_02646,0,2326,1,1,1,1
ZONE_02647,2,730,0,1,1,4
ZONE_02648,9,1389,0,1,0,5
ZONE_02649,7,2169,1,0,0,3
ZONE_02650,2,1822,1,1,0,1
ZONE_02651,5,1030,0,0,0,1
ZONE_02652,8,2916,1,0,1,1
ZONE_02653,1,2611,1,1,0,1
ZONE_02654,1,891,1,1,1,3
ZONE_02655,4,2297,1,0,1,2
ZONE_02656,8,927,1,1,1,3
ZONE_02657,7,949,0,1,1,2
ZONE_02658,2,1162,0,0,1,3
ZONE_02659,4,2199,1,1,0,5
ZONE_02660,0,1329,1,1,1,3
ZONE_02661,7,2209,0,0,0,4
ZONE_02662,8,1714,0,1,0,1
ZONE_02663,6,1913,1,0,0,4
ZONE_02664,7,526,1,0,0,3
ZONE_02665,1,2145,0,1,0,3
ZONE_02666,3,1134,0,0,1,1
ZONE_02667,2,640,1,0,1,3
ZONE_02668,0,1783,1,1,0,3
ZONE_02669,6,1400,0,1,1,3
ZONE_02670,7,2614,0,1,1,4
ZONE_02671,8,2904,0,1,1,4
ZONE_02672,8,2351,0,0,1,4
ZONE_02673,9,1523,0,0,1,1
ZONE_02674,2,2701,0,0,0,5
ZONE_02675,8,2600,0,1,1,3
ZONE_02676,9,2589,1,1,0,2
ZONE_02677,5,2215,0,0,0,2
ZONE_02678,5,2861,0,0,1,1
ZONE_02679,1,2380,0,0,0,4
ZONE_02680,5,2229,0,0,0,2
ZONE_02681,1,1536,0,1,1,2
ZONE_02682,0,1911,0,1,0,4
ZONE_02683,6,2450,0,1,1,3
ZONE_02684,4,2008,0,1,1,2
ZONE_02685,3,1745,0,1,0,4
ZONE_02686,3,2828,0,1,0,3
ZONE_02687,1,896,1,1,1,1
ZONE_02688,4,2193,0,1,0,1
ZONE_02689,5,2829,0,1,0,4
ZONE_02690,9,1491,1,0,0,5
ZONE_02691,4,2854,0,0,0,5
ZONE_02692,5,2482,0,0,1,3
ZONE_02693,2,1791,1,1,0,2
ZONE_02694,4,2889,1,0,1,3
ZONE_02695,1,2540,0,0,1,5
ZONE_02696,2,2891,0,1,0,3
ZONE_02697,4,1800,0,0,0,3
ZONE_02698,9,722,1,1,1,4
ZONE_02699,5,728,1,0,0,5
ZONE_02700,3,856,0,0,1,4
ZONE_02701,4,568,0,0,0,5
ZONE_02702,7,2204,0,0,1,4
ZONE_02703,0,2372,0,0,1,1
ZONE_02704,5,2864,1,0,1,3
ZONE_02705,1,846,1,0,0,3
ZONE_02706,0,882,0,1,1,3
ZONE_02707,3,2674,0,1,0,5
ZONE_02708,6,2217,0,0,1,4
ZONE_02709,7,1368,1,1,0,4
ZONE_02710,0,1000,0,0,1,5
ZONE_02711,1,753,0,0,0,2
ZONE_02712,4,1765,0,0,0,1
ZONE_02713,4,1023,0,0,1,3
ZONE_02714,9,2758,0,1,1,2
ZONE_02715,1,2084,0,0,0,1
ZONE_02716,1,1632,0,1,0,1
ZONE_02717,6,729,1,0,0,3
ZONE_02718,0,895,0,0,1,4
ZONE_02719,8,1036,1,1,0,2
ZONE_02720,5,931,1,1,0,4
ZONE_02721,2,2537,0,1,0,4
ZONE_02722,3,2989,1,1,1,5
ZONE_02723,8,2951,1,0,1,1
ZONE_02724,1,2906,0,0,0,3
ZONE_02725,8,2887,1,0,0,4
ZONE_02726,7,1894,1,0,0,5
ZONE_02727,1,2828,0,0,1,3
ZONE_02728,6,1131,0,0,0,5
ZONE_02729,0,2889,1,1,1,5
ZONE_02730,9,2656,0,1,1,4
ZONE_02731,9,917,0,1,1,2
ZONE_02732,5,1271,0,1,1,3
ZONE_02733,8,1818,1,0,1,2
ZONE_02734,5,1849,1,0,1,4
ZONE_02735,5,768,0,1,0,1
ZONE_02736,6,1653,1,0,1,4
ZONE_02737,5,866,0,0,0,1
ZONE_02738,4,1471,0,0,1,5
ZONE_02739,3,2397,1,1,1,4
ZONE_02740,2,2875,0,0,1,1
ZONE_02741,5,2051,0,1,0,3
ZONE_02742,0,1175,1,1,1,4
ZONE_02743,3,568,0,1,0,4
ZONE_02744,6,802,1,0,1,5
ZONE_02745,9,1928,1,0,1,4
ZONE_02746,2,1553,1,1,0,2
ZONE_02747,7,885,0,1,1,5
ZONE_02748,6,1600,1,0,0,2
ZONE_02749,1,2354,0,0,0,5
ZONE_02750,0,2059,1,1,0,1
ZONE_02751,1,1508,0,0,0,2
ZONE_02752,1,1730,1,0,1,5
ZONE_02753,6,1627,0,1,0,4
ZONE_02754,4,1191,1,0,1,4
ZONE_02755,5,1280,1,1,1,3
ZONE_02756,1,2459,0,0,1,5
ZONE_02757,5,1467,0,1,1,1
ZONE_02758,7,1056,1,0,1,3
ZONE_02759,4,2892,0,1,1,1
ZONE_02760,5,2702,1,1,0,1
ZONE_02761,8,559,0,0,0,3
ZONE_02762,4,695,0,0,0,3
ZONE_02763,8,848,0,1,1,1
ZONE_02764,4,2309,1,0,1,3
ZONE_02765,1,2793,0,0,1,4
ZONE_02766,1,2375,1,1,0,3
ZONE_02767,1,2486,1,0,0,1
ZONE_02768,3,2696,0,1,1,2
ZONE_02769,9,2373,0,1,1,1
ZONE_02770,8,1343,0,1,1,5
ZONE_02771,1,517,1,0,0,4
ZONE_02772,3,2470,0,1,0,3
ZONE_02773,3,2075,0,0,1,2
ZONE_02774,8,2608,1,0,1,4
ZONE_02775,0,531,1,0,0,4
ZONE_02776,3,2694,0,0,0,2
ZONE_02777,3,2903,1,1,1,5
ZONE_02778,5,1222,0,1,0,2
ZONE_02779,0,1923,1,1,0,1
ZONE_02780,7,2618,0,1,1,1
ZONE_02781,2,1393,1,0,1,5
ZONE_02782,9,1984,1,0,0,1
ZONE_02783,8,1671,1,1,1,1
ZONE_02784,8,1468,0,0,0,5
ZONE_02785,7,2358,0,1,0,4
ZONE_02786,7,920,0,0,0,4
ZONE_02787,3,570,0,1,0,2
ZONE_02788,4,2373,0,1,1,1
ZONE_02789,0,1917,1,0,1,3
ZONE_02790,0,686,1,1,1,3
ZONE_02791,5,2410,0,0,1,2
ZONE_02792,6,2165,0,0,0,4
ZONE_02793,1,2364,0,0,0,4
ZONE_02794,6,1311,1,0,1,4
ZONE_02795,8,927,0,0,1,1
ZONE_02796,5,2869,0,1,0,5
ZONE_02797,5,2769,1,0,1,3
ZONE_02798,7,765,1,0,0,4
ZONE_02799,6,2376,1,0,1,5
ZONE_02800,0,897,0,0,1,1
ZONE_02801,8,838,1,0,0,3
ZONE_02802,7,1623,0,1,0,1
ZONE_02803,0,1618,0,1,1,3
ZONE_02804,5,1869,0,1,0,5
ZONE_02805,9,511,1,1,0,5
ZONE_02806,7,1850,0,0,1,2
ZONE_02807,5,1173,1,1,1,1
ZONE_02808,9,2836,1,0,0,2
ZONE_02809,1,1144,1,1,0,2
ZONE_02810,9,1632,0,1,0,1
ZONE_02811,3,2762,1,1,1,4
ZONE_02812,5,948,1,0,1,4
ZONE_02813,9,2087,0,1,0,5
ZONE_02814,1,2619,1,1,0,1
ZONE_02815,4,2095,0,0,0,1
ZONE_02816,4,616,0,1,0,3
ZONE_02817,4,641,1,1,0,3
ZONE_02818,6,1459,1,1,1,1
ZONE_02819,4,2289,1,1,1,3
ZONE_02820,7,790,0,0,1,1
ZONE_02821,4,1612,1,0,1,2
ZONE_02822,4,2941,0,0,0,3
ZONE_02823,3,2549,1,0,0,4
ZONE_02824,1,1949,0,0,0,5
ZONE_02825,3,511,1,1,1,1
ZONE_02826,3,1381,0,1,1,2
ZONE_02827,2,2480,1,0,0,2
ZONE_02828,8,1099,0,0,1,3
ZONE_02829,0,1402,1,0,0,3
ZONE_02830,8,788,1,0,1,1
ZONE_02831,6,1553,1,0,1,4
ZONE_02832,4,2051,1,0,1,3
ZONE_02833,9,2098,1,0,1,5
ZONE_02834,2,999,0,1,1,3
ZONE_02835,5,2064,1,1,0,3
ZONE_02836,5,564,1,1,0,5
ZONE_02837,5,2720,0,1,0,5
ZONE_02838,5,1142,0,1,0,5
ZONE_02839,3,1607,0,1,0,2
ZONE_02840,4,1041,1,1,0,2
ZONE_02841,0,2348,0,1,1,1
ZONE_02842,0,2330,1,0,1,1
ZONE_02843,5,1986,1,1,0,3
ZONE_02844,8,2817,0,0,0,1
ZONE_02845,5,2288,0,1,0,3
ZONE_02846,4,1904,1,1,1,4
ZONE_02847,8,2386,0,1,0,4
ZONE_02848,4,2622,0,0,0,5
ZONE_02849,2,1093,0,1,0,1
ZONE_02850,4,1918,1,1,0,5
ZONE_02851,6,2056,0,1,0,2
ZONE_02852,4,2828,0,1,0,5
ZONE_02853,1,2702,0,1,1,2
ZONE_02854,0,2407,1,0,1,3
ZONE_02855,9,1498,1,0,1,4
ZONE_02856,4,533,1,0,1,1
ZONE_02857,8,1617,1,0,1,5
ZONE_02858,0,1363,0,0,0,5
ZONE_02859,2,1453,1,1,1,5
ZONE_02860,6,1058,0,1,1,4
ZONE_02861,5,2813,1,1,0,1
ZONE_02862,0,1752,0,1,0,4
ZONE_02863,0,2817,0,1,0,4
ZONE_02864,8,1276,0,1,1,4
ZONE_02865,0,1488,0,0,0,5
ZONE_02866,6,2980,0,0,0,2
ZONE_02867,6,1666,1,1,1,1
ZONE_02868,7,2194,1,1,0,5
ZONE_02869,1,748,0,1,1,4
ZONE_02870,7,966,1,0,1,5
ZONE_02871,9,1344,1,0,1,2
ZONE_02872,8,998,1,1,1,3
ZONE_02873,8,1994,0,0,0,2
ZONE_02874,7,2309,0,0,0,3
ZONE_02875,4,776,1,0,1,2
ZONE_02876,6,632,0,0,0,1
ZONE_02877,7,2462,1,0,0,1
ZONE_02878,8,1451,1,0,0,3
ZONE_02879,9,908,1,0,1,4
ZONE_02880,4,1893,0,1,1,1
ZONE_02881,8,510,0,0,1,5
ZONE_02882,9,759,1,1,0,1
ZONE_02883,8,2388,0,1,0,5
ZONE_02884,8,2292,0,0,0,1
ZONE_02885,0,2633,1,0,1,4
ZONE_02886,3,828,0,0,1,2
ZONE_02887,7,1304,0,0,0,5
ZONE_02888,8,1191,0,0,1,1
ZONE_02889,3,1477,0,0,1,2
ZONE_02890,0,2503,1,0,1,4
ZONE_02891,0,2297,0,0,0,2
ZONE_02892,8,523,1,1,1,3
ZONE_02893,4,727,1,0,0,1
ZONE_02894,4,2320,0,0,1,1
ZONE_02895,1,2827,0,1,1,5
ZONE_02896,5,1698,0,0,1,3
ZONE_02897,0,712,1,0,0,2
ZONE_02898,2,1143,1,1,1,2
ZONE_02899,9,1659,0,1,0,3
ZONE_02900,9,2924,1,0,1,5
ZONE_02901,0,543,1,0,0,2
ZONE_02902,1,1950,0,0,0,2
ZONE_02903,9,2344,0,1,0,3
ZONE_02904,1,967,1,1,0,3
ZONE_02905,4,684,0,1,1,3
ZONE_02906,9,1816,0,0,0,4
ZONE_02907,4,734,0,1,0,2
ZONE_02908,8,2758,1,0,0,3
ZONE_02909,6,2263,0,1,1,2
ZONE_02910,3,2656,0,1,0,2
ZONE_02911,3,1898,1,0,0,5
ZONE_02912,0,2123,1,1,0,3
ZONE_02913,1,1216,0,1,1,2
ZONE_02914,4,2702,0,1,1,1
ZONE_02915,9,2493,0,0,0,5
ZONE_02916,8,2605,1,1,1,3
ZONE_02917,5,2241,1,1,1,2
ZONE_02918,7,2240,1,0,0,4
ZONE_02919,7,2406,0,1,1,1
ZONE_02920,9,1269,0,1,0,4
ZONE_02921,1,995,1,1,1,5
ZONE_02922,3,2861,0,1,1,1
ZONE_02923,9,947,0,1,0,4
ZONE_02924,8,1810,0,1,0,3
ZONE_02925,3,2448,0,1,0,4
ZONE_02926,1,1460,0,1,1,3
ZONE_02927,0,2330,1,0,1,3
ZONE_02928,0,1479,0,1,0,3
ZONE_02929,6,1994,1,1,0,2
ZONE_02930,7,2752,0,1,1,5
ZONE_02931,6,759,0,0,1,2
ZONE_02932,8,1735,1,1,0,3
ZONE_02933,5,2126,1,0,1,1
ZONE_02934,8,1882,0,0,1,3
ZONE_02935,4,2646,0,1,1,2
ZONE_02936,0,2628,0,0,1,3
ZONE_02937,2,643,0,0,0,3
ZONE_02938,2,2364,1,1,1,1
ZONE_02939,6,2878,0,0,0,5
ZONE_02940,9,1502,0,1,0,2
ZONE_02941,0,990,0,1,1,5
ZONE_02942,1,2465,0,0,0,5
ZONE_02943,7,572,0,1,0,2
ZONE_02944,4,2273,1,1,0,4
ZONE_02945,4,1337,0,1,1,1
ZONE_02946,7,2524,1,1,0,2
ZONE_02947,1,2971,0,1,1,3
ZONE_02948,2,2666,0,0,0,2
ZONE_02949,9,2978,0,1,1,2
ZONE_02950,1,2859,1,1,0,4
ZONE_02951,2,2278,0,0,1,1
ZONE_02952,6,872,1,0,1,2
ZONE_02953,5,556,1,0,0,3
ZONE_02954,6,1340,1,0,0,4
ZONE_02955,2,625,0,1,1,3
ZONE_02956,6,2627,0,0,1,4
ZONE_02957,1,1887,0,1,0,2
ZONE_02958,2,2936,1,1,0,4
ZONE_02959,0,1819,1,0,1,4
ZONE_02960,3,2976,0,1,0,2
ZONE_02961,0,1590,1,1,0,2
ZONE_02962,1,1391,1,1,0,1
ZONE_02963,9,2437,1,0,1,2
ZONE_02964,1,886,1,0,0,3
ZONE_02965,4,839,0,0,0,1
ZONE_02966,8,2174,1,1,0,5
ZONE_02967,5,2763,0,1,1,5
ZONE_02968,1,1298,1,0,1,1
ZONE_02969,9,2505,0,0,0,5
ZONE_02970,4,1619,1,0,1,2
ZONE_02971,2,610,0,0,0,4
ZONE_02972,2,1892,0,1,1,2
ZONE_02973,3,2976,1,0,0,2
ZONE_02974,6,2834,1,1,1,5
ZONE_02975,9,2605,1,1,1,5
ZONE_02976,8,792,0,0,1,4
ZONE_02977,6,1416,1,1,0,5
ZONE_02978,1,619,0,1,1,4
ZONE_02979,8,1976,1,0,0,1
ZONE_02980,6,2362,1,0,0,2
ZONE_02981,4,1934,1,1,1,3
ZONE_02982,5,1395,0,0,1,2
ZONE_02983,4,2089,0,0,1,2
ZONE_02984,5,561,1,1,1,3
ZONE_02985,8,1852,1,1,0,4
ZONE_02986,8,1908,0,0,1,2
ZONE_02987,0,1822,1,0,0,2
ZONE_02988,0,1425,0,0,0,5
ZONE_02989,5,2206,1,1,0,4
ZONE_02990,8,2522,1,1,0,3
ZONE_02991,4,2742,0,1,1,2
ZONE_02992,1,605,1,1,1,2
ZONE_02993,4,1862,0,0,1,2
ZONE_02994,1,2317,0,1,0,1
ZONE_02995,8,789,1,0,0,3
ZONE_02996,8,1089,1,0,0,5
ZONE_02997,1,900,1,0,0,2
ZONE_02998,3,1931,1,0,0,2
ZONE_02999,3,2519,0,0,1,4
ZONE_03000,5,2392,1,0,1,3
ZONE_03001,3,2435,0,0,0,3
ZONE_03002,4,1630,0,1,1,3
ZONE_03003,2,2949,1,0,1,3
ZONE_03004,3,1316,0,0,1,3
ZONE_03005,7,2850,1,1,1,5
ZONE_03006,0,2745,1,0,0,4
ZONE_03007,7,2724,0,0,1,3
ZONE_03008,3,1562,1,1,0,2
ZONE_03009,9,1040,0,0,1,1
ZONE_03010,3,2464,0,1,1,5
ZONE_03011,0,2609,0,0,1,2
ZONE_03012,8,913,1,0,1,1
ZONE_03013,1,2783,0,0,0,5
ZONE_03014,8,1897,0,0,1,2
ZONE_03015,0,679,0,1,1,3
ZONE_03016,1,1135,1,1,0,1
ZONE_03017,8,1391,1,0,0,5
ZONE_03018,6,1285,0,1,1,3
ZONE_03019,6,1323,1,1,0,1
ZONE_03020,6,659,0,0,0,5
ZONE_03021,6,2665,0,1,1,4
ZONE_03022,1,2914,0,0,1,5
ZONE_03023,9,1650,0,1,0,1
ZONE_03024,9,2328,0,1,1,5
ZONE_03025,2,1182,0,0,0,3
ZONE_03026,5,1771,1,0,0,2
ZONE_03027,3,2685,1,0,0,4
ZONE_03028,8,1531,1,1,0,3
ZONE_03029,7,1345,1,1,1,1
ZONE_03030,7,1473,0,0,1,4
ZONE_03031,5,1516,0,0,0,4
ZONE_03032,4,1726,0,0,1,3
ZONE_03033,3,1197,1,1,1,3
ZONE_03034,4,2764,0,0,1,2
ZONE_03035,9,2546,1,1,0,5
ZONE_03036,0,1700,1,1,1,3
ZONE_03037,3,2282,0,0,1,5
ZONE_03038,8,2160,1,1,0,1
ZONE_03039,7,1777,0,0,1,3
ZONE_03040,2,2609,1,1,1,5
ZONE_03041,8,715,0,1,0,4
ZONE_03042,9,756,1,1,0,5
ZONE_03043,3,812,0,0,1,2
ZONE_03044,4,2173,1,1,1,2
ZONE_03045,6,1148,0,1,0,5
ZONE_03046,5,1073,0,1,0,1
ZONE_03047,1,1574,0,1,0,1
ZONE_03048,4,1094,0,0,0,3
ZONE_03049,6,504,0,0,1,3
ZONE_03050,7,2362,1,1,1,2
ZONE_03051,9,1854,0,0,1,5
ZONE_03052,8,1808,1,0,0,2
ZONE_03053,5,2458,1,1,0,5
ZONE_03054,1,1102,1,0,0,1
ZONE_03055,3,2656,1,0,0,4
ZONE_03056,4,1070,0,1,1,5
ZONE_03057,1,2872,0,0,0,3
ZONE_03058,2,1668,0,0,0,1
ZONE_03059,3,2303,1,0,1,5
ZONE_03060,0,1669,0,0,0,2
ZONE_03061,1,2079,0,0,0,3
ZONE_03062,0,1072,1,0,1,1
ZONE_03063,6,2670,0,1,0,3
ZONE_03064,3,2721,1,1,1,5
ZONE_03065,3,1711,1,1,0,1
ZONE_03066,3,834,1,0,1,5
ZONE_03067,3,1254,0,1,1,2
ZONE_03068,8,2748,0,0,1,5
ZONE_03069,6,925,0,1,0,1
ZONE_03070,6,1994,1,1,1,1
ZONE_03071,6,1385,0,1,0,2
ZONE_03072,8,1210,1,1,1,4
ZONE_03073,6,1067,1,0,0,5
ZONE_03074,6,2087,0,0,0,4
ZONE_03075,2,1682,1,0,0,1
ZONE_03076,6,2690,0,0,1,4
ZONE_03077,2,1977,0,1,0,4
ZONE_03078,1,2224,0,1,0,5
ZONE_03079,0,1527,1,0,1,3
ZONE_03080,8,2911,0,1,0,1
ZONE_03081,0,747,0,0,1,1
ZONE_03082,7,2673,0,1,0,3
ZONE_03083,9,2875,1,1,0,5
ZONE_03084,5,1995,0,1,1,3
ZONE_03085,9,667,0,0,0,5
ZONE_03086,5,718,0,1,1,5
ZONE_03087,8,2474,0,1,1,4
ZONE_03088,9,1640,0,1,1,3
ZONE_03089,7,2164,0,1,1,1
ZONE_03090,0,1617,0,0,1,4
ZONE_03091,9,2375,0,0,1,5
